temperature,induction_time,host_organism,vector_type,induction_condition,media_type,expression_level,solubility
24.39925968720029,7.315866489417123,E. coli,pET,Arabinose,YPD,0.4548097376596565,0.7887804067536522
31.26287883401769,5.695179129093828,S. cerevisiae,pBAD,IPTG,TB,0.574723000345249,0.3135507502277295
25.299088293519986,3.3977568485218024,S. cerevisiae,pTrc,Arabinose,LB,0.3582468866147819,0.5517202595617074
28.841156360022783,2.146404689339228,E. coli,pTrc,Arabinose,TB,0.3511487634473418,0.37425193446376936
29.294074748835754,7.220593243405579,E. coli,pBAD,IPTG,LB,0.5834010266395235,0.6841792894562749
23.14252574393396,2.1276164651023226,E. coli,pET,Methanol,TB,0.32594564218761746,0.7401958119243697
36.482938671997495,7.248210036105196,E. coli,pBAD,Methanol,M9,0.712226153197224,0.536761047066174
33.17725799713895,5.173622804163272,E. coli,pET,Arabinose,M9,0.48566121056392775,0.38442408626535934
35.971482006591216,7.634406191077377,E. coli,pBAD,Methanol,YPD,0.826295866172384,0.6435940576161734
35.21206495727003,6.792699414641993,P. pastoris,pTrc,Arabinose,M9,0.539335767115641,0.6079669212637911
30.164299639788446,7.987604663200025,E. coli,pET,IPTG,TB,0.6657603185498684,0.5871292790159883
35.67186199539299,4.104270892710261,S. cerevisiae,pET,IPTG,TB,0.47330206662624874,0.1608906961519074
21.50437253488263,6.603129733586761,P. pastoris,pET,Arabinose,M9,0.3613720371428035,0.78962942693411
23.331708661125468,4.411585481655453,E. coli,pTrc,IPTG,YPD,0.44228023760083346,0.7688372421375005
20.768863911479148,4.879253721823453,S. cerevisiae,pBAD,IPTG,M9,0.4147116781933544,0.6882962090366088
25.530615622975493,5.7650327793102205,P. pastoris,pTrc,Arabinose,LB,0.4054211361243159,0.7583912152200911
26.607513924721193,7.242062685118032,S. cerevisiae,pET,Arabinose,LB,0.4553304154258397,0.563582355888259
24.61293354015623,7.904500815195771,E. coli,pBAD,IPTG,LB,0.48789516647904985,0.9181613658633846
34.0885376555828,6.609640483187109,E. coli,pTrc,Methanol,M9,0.7751353916770164,0.33428192990103883
26.064806553791016,4.506600693004002,E. coli,pET,Methanol,M9,0.44558141884603064,0.5570870165463954
24.775886664685473,4.528142013662421,E. coli,pET,Arabinose,M9,0.4345389982446317,0.6978870870799148
29.225833413690225,6.425493809533349,P. pastoris,pTrc,Arabinose,LB,0.42759132114657494,0.5815645869579738
22.395711824570967,3.432662874609814,P. pastoris,pTrc,Methanol,YPD,0.18209697252695795,0.768985173890201
33.637348672818675,2.662844678788368,S. cerevisiae,pTrc,IPTG,TB,0.4313415590817108,0.21111208254541525
21.267360942556103,4.127732945844659,E. coli,pET,Methanol,M9,0.5703071684609038,0.5944896949479381
36.77707792220879,3.72343394992449,S. cerevisiae,pTrc,Methanol,YPD,0.43278638792305024,0.40865508555615804
33.12816107804318,3.7778487227359405,P. pastoris,pET,Methanol,TB,0.3431782439967235,0.4836198739798314
23.37816658608093,3.4016465062994596,E. coli,pTrc,Methanol,TB,0.5287869479816893,0.6843131602447099
20.093875991101243,2.2525591378181713,E. coli,pET,Arabinose,TB,0.2541088711611838,0.7550642532122763
33.86284428373218,2.107243608400483,P. pastoris,pET,Arabinose,YPD,0.33678642362554867,0.1
32.016574845409494,7.926334338416189,P. pastoris,pBAD,IPTG,YPD,0.6495750688512867,0.7693662797102455
32.39312185669678,4.566638802415174,P. pastoris,pTrc,IPTG,LB,0.29549611197951237,0.4483551209109007
33.111595893661075,4.30595988295809,P. pastoris,pTrc,IPTG,YPD,0.5257499763719653,0.4313481976031669
21.258759079479535,6.077883696158419,P. pastoris,pET,IPTG,YPD,0.2959676908810066,0.9123775962164424
26.093917385252634,3.309523327190385,E. coli,pET,Methanol,YPD,0.4812556219555052,0.5253281843431985
21.969774011927207,7.699767103701352,P. pastoris,pET,Arabinose,TB,0.40360052478317593,0.9936104205983348
34.67275823988509,6.718070086493312,E. coli,pBAD,Arabinose,M9,0.6384195337692962,0.5261317022826777
30.596068156068483,2.5364660138735573,E. coli,pBAD,IPTG,LB,0.5946083557875544,0.43254187843090264
25.625266422495038,4.50548465470957,P. pastoris,pET,IPTG,M9,0.2607135788339689,0.6342773437549992
21.080491954862403,7.274709845372988,P. pastoris,pTrc,Methanol,M9,0.3697115806991639,0.8249267452284929
25.28669946916626,7.668392133748462,E. coli,pTrc,Methanol,YPD,0.6915153812921571,0.7274242662347575
25.5281164744547,4.804409067499218,P. pastoris,pBAD,IPTG,LB,0.46371802925285893,0.69106034130406
32.40330503174709,5.680468335264246,P. pastoris,pBAD,Arabinose,M9,0.4495145664863656,0.7682023948492995
30.838477013038624,3.002203676552451,P. pastoris,pET,Arabinose,M9,0.4052470438232289,0.6326389102057411
35.08261662379755,7.947011756821859,S. cerevisiae,pTrc,Arabinose,LB,0.6141569216021453,0.4665529244835502
28.02765372775314,3.3900302083006606,E. coli,pET,IPTG,YPD,0.7241780549320563,0.526196092969428
22.03310218095113,7.656390644810754,S. cerevisiae,pBAD,Arabinose,M9,0.48698607683641904,0.8003955361270656
32.125161382790914,5.897879893954211,P. pastoris,pTrc,Methanol,TB,0.4873163133610939,0.6126989731207846
32.933345826487255,5.6464207692731545,S. cerevisiae,pTrc,Methanol,M9,0.5663111378867675,0.4937031686219756
29.541712358681437,5.076131066099052,P. pastoris,pBAD,IPTG,TB,0.4462648443354645,0.6729845921292452
33.10644205922753,3.3840188703065524,S. cerevisiae,pET,Methanol,YPD,0.5058190162379641,0.05422711794651821
28.394525138194645,3.0591681920330496,P. pastoris,pET,IPTG,M9,0.2926776645662248,0.5817237860650067
28.8864580994939,3.322917254421052,S. cerevisiae,pTrc,Arabinose,LB,0.3447363303939836,0.40570849195893643
27.268197312095346,3.118629572865527,S. cerevisiae,pBAD,Arabinose,LB,0.3335142810533101,0.4029294448810186
20.43212515464962,6.67750684140052,S. cerevisiae,pTrc,Arabinose,M9,0.23179576307940558,0.8987239885907927
21.834154258886176,4.100751555000381,E. coli,pBAD,Methanol,YPD,0.4575890675489045,0.8527835613798518
20.534296156674483,2.347056059380378,S. cerevisiae,pET,IPTG,YPD,0.12204853211600743,0.665946832353089
30.818976991484266,7.814615780844868,E. coli,pBAD,Arabinose,LB,0.5630795353935545,0.6252816943800795
25.344051678297554,7.302715309780554,P. pastoris,pET,IPTG,M9,0.40387550625048063,0.7234511430048841
28.645701749799947,7.566513699171278,S. cerevisiae,pBAD,Arabinose,YPD,0.5098668505853597,0.36219929729587214
35.42863005674358,7.9694469358786115,P. pastoris,pTrc,Methanol,LB,0.6325467103687812,0.6442239247423983
24.237967895530872,3.043371495316924,P. pastoris,pET,Methanol,TB,0.1849976740262506,0.7017009252596617
26.976509691605706,4.377452113415952,S. cerevisiae,pTrc,IPTG,M9,0.3463759427531818,0.5349268437680763
32.84436935523183,6.549430854224548,E. coli,pTrc,Methanol,TB,0.7334087570610826,0.6600932242081313
23.88956881335758,6.176123708322754,S. cerevisiae,pET,Methanol,TB,0.45522457422867124,0.5762519869064283
21.30865846708948,2.9233754380391304,P. pastoris,pET,IPTG,YPD,0.24562992995348742,0.6894251837574246
24.925774699534056,6.894998749943706,P. pastoris,pTrc,Arabinose,YPD,0.387587305660968,0.7965214098937539
22.740761883318076,3.346643431019964,S. cerevisiae,pTrc,Methanol,YPD,0.29292638603286686,0.582912018574831
35.80486008982374,3.3429056889357387,E. coli,pTrc,IPTG,M9,0.6316729613250713,0.45053332606201096
33.738046452595086,5.221846537360482,E. coli,pTrc,Methanol,TB,0.5686081219709347,0.4660556261780863
30.7678638606772,5.557639609050219,P. pastoris,pET,Methanol,M9,0.5919756473411493,0.5847177502068405
34.8148300331912,5.480517247026867,P. pastoris,pET,Methanol,YPD,0.6470784626139607,0.4190826856913139
33.66242530728495,2.5489210243865292,E. coli,pTrc,Methanol,TB,0.6237071802371623,0.47769714111211126
23.17169100106261,7.264765175782282,S. cerevisiae,pBAD,IPTG,M9,0.3723810354931663,0.6373474578980274
35.17350297432962,3.5936002555322366,P. pastoris,pBAD,IPTG,M9,0.5100167817698255,0.353733357148326
29.168818112566065,2.777089527696825,E. coli,pET,IPTG,LB,0.5699360547540078,0.633600349541854
33.72648263778906,7.332488479213863,P. pastoris,pTrc,Methanol,M9,0.4321668838489216,0.6815322113982586
35.233552098699384,7.73390898937852,S. cerevisiae,pTrc,Methanol,YPD,0.816966111281949,0.5163699357471779
25.406059074521686,7.172765703592704,E. coli,pET,Methanol,M9,0.3765178327024781,0.7767399241381845
21.870882716970506,6.857096448349268,P. pastoris,pBAD,IPTG,TB,0.3995872603188343,0.7969038668190005
23.87489776321301,5.93145188383413,S. cerevisiae,pBAD,Methanol,M9,0.5296954001577366,0.6911715307621374
27.260832406646358,5.305144223654835,P. pastoris,pBAD,Arabinose,LB,0.36085220640139337,0.6500371216728542
33.90625102068238,2.5219205594684606,S. cerevisiae,pET,Methanol,TB,0.43180107277330454,0.3039471770034376
34.632419915357836,4.4507192784241925,S. cerevisiae,pBAD,Arabinose,TB,0.5921838227416678,0.2134206082922886
20.118186219030243,4.236131102073884,E. coli,pET,Methanol,LB,0.5459865908248006,0.7921650765895601
28.68270414381862,3.558522702561957,S. cerevisiae,pET,IPTG,YPD,0.36046353692620825,0.5661296748246032
27.095987053529242,6.34052068213151,P. pastoris,pTrc,Methanol,TB,0.32534281067109805,0.7213070264197314
23.775832778002414,4.975254410472624,S. cerevisiae,pBAD,Arabinose,YPD,0.3063317835374864,0.717633168331269
22.037711244672607,2.4862772954458876,S. cerevisiae,pET,Arabinose,TB,0.07773519890188116,0.5987072112550962
25.739457913861674,3.321099211698868,E. coli,pBAD,Methanol,TB,0.5190262457474285,0.5095518992650406
36.029464966512826,6.0995525819575755,S. cerevisiae,pBAD,Arabinose,YPD,0.5532695062494367,0.3091294028480679
25.49444984435284,2.456785156941801,S. cerevisiae,pTrc,Arabinose,TB,0.2739598430126685,0.39004332188149066
28.819440569637223,7.107241484292612,P. pastoris,pBAD,IPTG,YPD,0.5524421324335271,0.7694505221744931
31.951322301218024,4.970879162083846,E. coli,pTrc,Methanol,LB,0.5565150063026789,0.5009155111157503
26.181703240447998,4.883519463959888,E. coli,pET,Methanol,YPD,0.565467904142526,0.7692604124105897
36.52029540625633,5.554446707957106,E. coli,pBAD,Methanol,LB,0.5907908669310195,0.5073825453958563
36.361604014015896,6.948085795550895,S. cerevisiae,pET,Arabinose,TB,0.736364734596408,0.5316508303227478
24.28029902903119,4.086855247413158,E. coli,pBAD,Methanol,YPD,0.46270280081403703,0.6715693780097401
28.45322460017055,6.068096915354381,S. cerevisiae,pET,Methanol,TB,0.4602247462301156,0.498154003864001
25.114931266885083,5.394391783974746,S. cerevisiae,pBAD,IPTG,YPD,0.40025738460993987,0.6742867200821259
24.842288404416948,3.602169621016528,P. pastoris,pBAD,IPTG,LB,0.14204153808951914,0.6633574921926948
20.627078105027056,7.271779918130948,P. pastoris,pBAD,IPTG,LB,0.33117634585513156,0.8281500451950148
30.362593677658246,6.784556129641569,P. pastoris,pBAD,Arabinose,YPD,0.46297329673150117,0.8092814261110184
28.545543394890643,5.950711007950553,P. pastoris,pBAD,Methanol,LB,0.2897573900004384,0.7994366728828871
20.87513877124982,7.103490374565451,P. pastoris,pBAD,IPTG,TB,0.2513084703568377,0.8131071823835224
24.736989892022393,7.203765205758814,S. cerevisiae,pBAD,IPTG,TB,0.42814061258289904,0.6773788810591583
35.44052006143311,6.250177860290209,S. cerevisiae,pBAD,IPTG,M9,0.5384411010367992,0.38242274180752517
24.07255214133853,7.022079970182032,E. coli,pBAD,Methanol,LB,0.279808177140523,0.8605961123190391
22.46321282555079,6.184828770015702,S. cerevisiae,pET,Methanol,TB,0.4750414575591626,0.7948629742811751
28.320696924718572,6.080844630561803,S. cerevisiae,pTrc,Methanol,YPD,0.4528930192736026,0.6040835155611359
36.75605771988021,5.711668269291106,P. pastoris,pBAD,Arabinose,LB,0.32555533468998216,0.5072792623522824
24.114939615695505,6.516299837345848,S. cerevisiae,pTrc,Arabinose,TB,0.622439971767288,0.5914305823283416
31.426304305899933,2.951630631758442,P. pastoris,pBAD,IPTG,LB,0.4925563955748761,0.5054069978058622
32.9475334605882,7.285224555193571,E. coli,pBAD,Methanol,YPD,0.6549301185978906,0.5899909434608627
24.039838247870794,7.231061166471392,E. coli,pET,IPTG,TB,0.4446615071422084,0.7412201429730004
32.37967792640161,2.175483698207355,S. cerevisiae,pET,Methanol,M9,0.44883450551434,0.14911948769890976
26.252313256227303,6.954900503388576,E. coli,pTrc,Methanol,M9,0.5802181161782229,0.7460229161992462
30.74919912009085,2.773219204840671,S. cerevisiae,pET,Methanol,LB,0.45392212173321295,0.41004442062375923
30.77000508293521,4.010713125554851,E. coli,pET,Arabinose,YPD,0.4564796895770239,0.3133904309202875
29.108169629270893,6.461049537749647,P. pastoris,pTrc,Arabinose,TB,0.5548345197131914,0.7019422896059829
21.53492609092494,2.9645593762898494,P. pastoris,pET,Methanol,YPD,0.14376830590058604,0.7158863066502662
34.20014242501705,6.907802144714373,P. pastoris,pBAD,IPTG,TB,0.6184640945259384,0.5449546531240044
25.45326110451951,6.992805067746452,P. pastoris,pTrc,Methanol,LB,0.3164165553579391,0.852818404189658
23.170814676797523,5.044806402565017,S. cerevisiae,pTrc,Methanol,TB,0.6079148426053416,0.6564970730334875
20.693177406430987,2.0383152303010013,E. coli,pBAD,IPTG,YPD,0.3655924740826213,0.6553221665194418
30.04518003420011,3.7222287990494767,S. cerevisiae,pET,Methanol,YPD,0.7096778454128525,0.49297340609994855
31.5185941513188,5.701561510254454,P. pastoris,pTrc,IPTG,LB,0.544948016649875,0.6582600970873401
20.281993091773554,7.887117068164541,S. cerevisiae,pTrc,Arabinose,YPD,0.328168066940532,0.9862436255424138
28.705581991087776,5.7908811621000105,E. coli,pBAD,Arabinose,TB,0.6480341193225362,0.6600056182358043
23.850428178364943,3.558821486384959,S. cerevisiae,pBAD,IPTG,LB,0.39366528105663545,0.5299615184170902
30.967937436960646,5.804034218597668,E. coli,pET,Arabinose,TB,0.6427425666605037,0.5066288556387951
22.964229293084855,5.239912278295133,S. cerevisiae,pTrc,Arabinose,YPD,0.4071673998977761,0.5769116820941901
31.74594154774192,6.679072370906861,E. coli,pET,IPTG,LB,0.7252323395986965,0.6134983927817758
26.574500887109135,2.6418838329617502,E. coli,pET,Arabinose,TB,0.32016489385363234,0.6508669424565279
35.92440980852449,6.566167415012168,P. pastoris,pBAD,Methanol,YPD,0.4615111773917006,0.5063278258026469
22.337856050481886,5.247599472056661,E. coli,pTrc,Methanol,YPD,0.35249894902126255,0.7957376278145709
25.798127967854395,7.777952023153968,P. pastoris,pTrc,IPTG,M9,0.44226956221832103,0.7695600648536807
21.929049861090014,4.051232996232116,P. pastoris,pTrc,Arabinose,YPD,0.2126025358146481,0.7689611823144413
35.71979151073557,5.795731358803689,P. pastoris,pBAD,Methanol,TB,0.4409604895161429,0.6362565872486715
34.91476900747668,7.592168633060105,S. cerevisiae,pBAD,Methanol,LB,0.7137551285504258,0.5884559129559874
24.385007671157645,2.6150583679440755,S. cerevisiae,pBAD,Arabinose,M9,0.30911613958755424,0.35836664588181505
31.219728782581043,7.623370923418706,S. cerevisiae,pBAD,Arabinose,YPD,0.5878017856484402,0.6665179571788963
33.892777403420666,6.12731433380488,S. cerevisiae,pBAD,Methanol,YPD,0.5419952351176553,0.5314434117070467
29.43841379719086,2.4070223546310316,E. coli,pTrc,Methanol,YPD,0.4253803480290631,0.4541450200059122
29.00405983205211,3.8057814016808975,E. coli,pET,IPTG,TB,0.41796264717855824,0.5855841987005815
24.111488945307677,6.2490325318716895,S. cerevisiae,pTrc,IPTG,M9,0.4921601534778205,0.6240270683613445
21.582747052700288,2.40410360881263,E. coli,pET,Methanol,TB,0.25255150061142095,0.6303327744426317
35.252667885206556,5.49302276105764,E. coli,pBAD,IPTG,M9,0.6920445219841784,0.5669187400968196
35.30710697177662,4.07529834171774,P. pastoris,pET,Methanol,LB,0.6419202822486314,0.534552546081435
30.762724773645555,5.725493106604863,P. pastoris,pTrc,Methanol,TB,0.4152383417921185,0.678859915559468
25.76350644782791,2.274452202875077,P. pastoris,pTrc,IPTG,TB,0.3405976412218182,0.47796268422138843
25.936562768415236,7.229220836914258,P. pastoris,pET,IPTG,LB,0.47079824531147435,0.7091853823764425
32.34124654079407,7.840933815064382,E. coli,pBAD,Arabinose,M9,0.7294791982421532,0.6545064958214764
35.250874419193806,7.813267131714149,S. cerevisiae,pBAD,Arabinose,YPD,0.692364759574425,0.5403681644969719
35.080469212507,6.497910990457548,E. coli,pTrc,Arabinose,LB,0.6920725481062675,0.49919284391966556
33.257884279579606,2.780517440783792,E. coli,pET,Methanol,YPD,0.5476477120226602,0.2826731968682096
30.914537984622893,6.549579175574135,E. coli,pBAD,IPTG,YPD,0.5738800998544024,0.6557681397111227
21.43037940491583,2.147521498752809,P. pastoris,pBAD,Methanol,LB,0.16638690459517885,0.6757130158347378
22.747688139608435,2.1327413091739835,P. pastoris,pTrc,IPTG,M9,0.1261053009443452,0.6617448673927054
35.275421204960345,3.9416613148972477,P. pastoris,pBAD,Methanol,YPD,0.5706209946820389,0.4852605294416963
30.30929401421303,4.931859142427994,S. cerevisiae,pET,Arabinose,LB,0.29248319574164755,0.4660664364282167
20.156349877482704,6.622444506846759,E. coli,pTrc,Arabinose,TB,0.4885977786675515,0.8223529764236737
21.725016228722545,6.099772259639031,S. cerevisiae,pTrc,Arabinose,TB,0.3843725376955956,0.8703417145315472
31.27953007483695,4.67541623826049,P. pastoris,pET,Methanol,TB,0.44747716233459656,0.48082668088356406
20.086046925385716,3.641759997689995,S. cerevisiae,pTrc,IPTG,LB,0.34191999672870543,0.62482389117665
22.733736874097477,7.982747000946267,E. coli,pBAD,IPTG,TB,0.5028366211882821,1.0
29.328474419231966,4.557087813415838,E. coli,pBAD,Arabinose,YPD,0.5596998634384369,0.4927352438239789
31.762218360775783,4.708322145978053,P. pastoris,pET,Arabinose,TB,0.25911902532532927,0.5378025945725984
31.08334141154421,2.981742927150015,P. pastoris,pBAD,Arabinose,TB,0.32026617684380027,0.43463827588146076
23.81257826082952,6.768857292499576,S. cerevisiae,pET,Arabinose,YPD,0.4964514886414817,0.5611818052416736
32.10704676290811,6.162093354688932,P. pastoris,pET,IPTG,TB,0.35225035783321,0.6008085903590769
24.0332344874456,3.3246176767325624,P. pastoris,pBAD,Methanol,YPD,0.2642772626609669,0.559586589287937
25.53179486870755,2.494286273695056,E. coli,pET,Methanol,TB,0.3285370024065699,0.5600508809033207
32.69035388700641,6.082995812448279,P. pastoris,pBAD,Methanol,YPD,0.4839253736978701,0.7075482403127512
31.04375928380265,5.927067285686811,P. pastoris,pTrc,Methanol,TB,0.398219782569079,0.4021513736075951
34.436797978401025,3.6395571619892557,E. coli,pTrc,Arabinose,YPD,0.4681649342498644,0.33846989677915884
31.179419169105838,7.705181373502462,E. coli,pET,Arabinose,LB,0.7117431581977857,0.7096212630466344
29.661246256703016,2.9063473506854014,S. cerevisiae,pBAD,Arabinose,YPD,0.37931167308598873,0.18505484339092954
21.59247105307757,4.594008806255611,P. pastoris,pBAD,Methanol,TB,0.3092162846354104,0.9203278028925781
26.25116865201037,7.661695521005593,E. coli,pTrc,Arabinose,TB,0.6637302328558443,0.817706695480838
24.50844025058933,4.518363901556734,S. cerevisiae,pTrc,Arabinose,M9,0.47042995438223817,0.7212134068550883
24.14782393744442,5.8311556859845135,S. cerevisiae,pBAD,IPTG,YPD,0.397988219390033,0.6293091578029475
36.54117943079157,4.385566387776766,P. pastoris,pET,IPTG,LB,0.6346349427856808,0.3723853527498797
26.682661319334926,3.64529121409202,P. pastoris,pTrc,Arabinose,YPD,0.2076529455501735,0.5988096567975741
35.16479143801092,7.903865887758969,S. cerevisiae,pET,IPTG,YPD,0.7421809147477101,0.7455988010196146
30.72935664195347,4.456004037890258,E. coli,pET,IPTG,LB,0.601831623832133,0.6433841125903209
33.511792160208024,7.364595222074806,S. cerevisiae,pTrc,Arabinose,YPD,0.6263922984860382,0.5542092182082107
28.544830582788265,3.379727635346517,P. pastoris,pET,Arabinose,LB,0.3752411977408804,0.5830240444042954
29.807366038648105,3.2786282241505,E. coli,pET,Arabinose,LB,0.4024849864024027,0.5363602187446175
28.372800794920686,2.186804497307068,E. coli,pBAD,Arabinose,YPD,0.31638928512462383,0.6934323982133853
23.319130792566757,5.91000095225531,S. cerevisiae,pET,Methanol,YPD,0.5449665301624714,0.749128477454561
32.28168595944559,4.211158062342567,P. pastoris,pBAD,Methanol,TB,0.40785191969311985,0.5148514686847673
24.77313016149455,7.186149499037822,S. cerevisiae,pTrc,Arabinose,TB,0.4227673882389245,0.7059758979469625
20.413371429334717,4.839259440149343,S. cerevisiae,pTrc,IPTG,M9,0.17339569661684873,0.7491825279578664
30.973029030421852,7.80916056748833,S. cerevisiae,pBAD,Arabinose,M9,0.4230686622121303,0.5643814478543385
23.01088154991983,3.1131530942187267,E. coli,pTrc,Arabinose,YPD,0.36392160832725995,0.6761190631673001
35.98779593399954,7.211739007733665,E. coli,pET,IPTG,LB,0.7073496077090465,0.3785900748713157
36.216785809043984,6.65958111675045,P. pastoris,pET,Methanol,M9,0.5775012913563612,0.5140242208553334
35.55269463374762,6.625531067864312,P. pastoris,pET,Arabinose,YPD,0.5731493154894883,0.6291046708976641
26.292697904342553,7.068699368701326,S. cerevisiae,pTrc,Arabinose,M9,0.7155833115860758,0.7355434360271775
20.262762480990745,6.566143945657993,S. cerevisiae,pET,Methanol,LB,0.3058815189939402,0.7696082900697641
35.78141556399133,5.7573219297884926,S. cerevisiae,pTrc,Methanol,YPD,0.7486682237809412,0.381538818623573
27.279130521394343,2.7874692660943254,P. pastoris,pET,IPTG,LB,0.45360702080544774,0.6624197695953339
36.43313192374238,2.1951570769475115,E. coli,pBAD,Methanol,YPD,0.6570517400338112,0.13603708918557228
36.381539610517294,7.525087086894121,E. coli,pTrc,Methanol,M9,0.7356471061074085,0.4082164348256041
34.50116074294512,5.699901887124428,S. cerevisiae,pTrc,Methanol,TB,0.42708843221392423,0.33841448057146706
25.005631165182955,6.779223745857058,S. cerevisiae,pET,IPTG,M9,0.4799209490651418,0.7130521362976007
26.546661386232728,4.8891341090753,S. cerevisiae,pTrc,Methanol,M9,0.49836760888229104,0.4438363303972327
34.46932341578657,2.7038491337743666,S. cerevisiae,pTrc,Methanol,TB,0.6395107871758074,0.3781927466660542
25.38767408765672,2.751114753215303,P. pastoris,pBAD,IPTG,TB,0.15711525547564076,0.5069229015625643
22.881376693663572,6.113391723373828,E. coli,pBAD,Methanol,YPD,0.4468797536157929,0.8038288338885048
29.465621461791955,4.581835369396776,S. cerevisiae,pET,Methanol,YPD,0.34194158896148596,0.43746546823287363
35.91463116073328,3.2031483602020203,P. pastoris,pBAD,IPTG,LB,0.3917399209123095,0.365693539467728
31.83250654347454,4.949567280448621,S. cerevisiae,pET,Arabinose,LB,0.5587698959401427,0.2957083576518971
